EventID,Locality,Station,LatitudeInDD,LongitudeInDD,DepthInMeters,Temperature,Salinity,Oxygen,ObservationDate,ObservationTime,ImageFilePath,ScientificName,AphiaID,VernacularName,IdentificationComment,IndividualCount,Density (species/m²),PercentCover,Size,Condition,AssociatedTaxa,Habitat,Substrate
Dive 528085,Elvers Bank,E10-T7,27.8397046,-92.90653625,116.99000000000001,,,,9/25/2017 0:00,14:05:16,,Callogorgia gracillis,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 528085,Elvers Bank,E10-T7,27.8397046,-92.90653625,116.99000000000001,,,,9/25/2017 0:00,14:05:16,,Paramuricea sp.,,,scleracis sp.?,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 528086,Elvers Bank,E10-T7,27.839742883333333,-92.9065797,117.37,,,,9/25/2017 0:00,14:05:33,,Elatopathes abietina,,,Green,17,6.538461538461538,,,,,Coralline Algae,Reefs
Dive 528086,Elvers Bank,E10-T7,27.839742883333333,-92.9065797,117.37,,,,9/25/2017 0:00,14:05:33,,Elatopathes abietina,,,white,10,3.846153846153846,,,,,Coralline Algae,Reefs
Dive 528086,Elvers Bank,E10-T7,27.839742883333333,-92.9065797,117.37,,,,9/25/2017 0:00,14:05:33,,Elatopathes abietina,,,white branching,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 528086,Elvers Bank,E10-T7,27.839742883333333,-92.9065797,117.37,,,,9/25/2017 0:00,14:05:33,,Nicella sp. ,,,,14,5.384615384615384,,,,,Coralline Algae,Reefs
Dive 528086,Elvers Bank,E10-T7,27.839742883333333,-92.9065797,117.37,,,,9/25/2017 0:00,14:05:33,,Callogorgia gracillis,,,,10,3.846153846153846,,,,,Coralline Algae,Reefs
Dive 528086,Elvers Bank,E10-T7,27.839742883333333,-92.9065797,117.37,,,,9/25/2017 0:00,14:05:33,,Paramuricea sp.,,,scleracis sp.?,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529001,Elvers Bank,E11-T8,27.841134166666667,-92.89773893,113.46000000000001,,,,9/25/2017 0:00,14:44:01,,Elatopathes abietina,,,Green,18,6.9230769230769225,,,,,Coralline Algae,Reefs
Dive 529001,Elvers Bank,E11-T8,27.841134166666667,-92.89773893,113.46000000000001,,,,9/25/2017 0:00,14:44:01,,Elatopathes abietina,,,white,8,3.0769230769230766,,,,,Coralline Algae,Reefs
Dive 529001,Elvers Bank,E11-T8,27.841134166666667,-92.89773893,113.46000000000001,,,,9/25/2017 0:00,14:44:01,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529002,Elvers Bank,E11-T8,27.841108466666668,-92.89776362,111.9,,,,9/25/2017 0:00,14:44:29,,Paramuricea sp.,,,scleracis sp.?,8,3.0769230769230766,,,,,Coralline Algae,Reefs
Dive 529002,Elvers Bank,E11-T8,27.841108466666668,-92.89776362,111.9,,,,9/25/2017 0:00,14:44:29,,Elatopathes abietina,,,Green,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529002,Elvers Bank,E11-T8,27.841108466666668,-92.89776362,111.9,,,,9/25/2017 0:00,14:44:29,,Elatopathes abietina,,,white branching,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529002,Elvers Bank,E11-T8,27.841108466666668,-92.89776362,111.9,,,,9/25/2017 0:00,14:44:29,,Nicella sp. ,,,,9,3.4615384615384612,,,,,Coralline Algae,Reefs
Dive 529002,Elvers Bank,E11-T8,27.841108466666668,-92.89776362,111.9,,,,9/25/2017 0:00,14:44:29,,Tanacetipathes sp. ,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529002,Elvers Bank,E11-T8,27.841108466666668,-92.89776362,111.9,,,,9/25/2017 0:00,14:44:29,,Callogorgia gracillis,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529004,Elvers Bank,E11-T8,27.8411039,-92.8977897,111.85000000000001,,,,9/25/2017 0:00,14:44:44,,Elatopathes abietina,,,Green,7,2.692307692307692,,,,,Coralline Algae,Reefs
Dive 529004,Elvers Bank,E11-T8,27.8411039,-92.8977897,111.85000000000001,,,,9/25/2017 0:00,14:44:44,,Elatopathes abietina,,,white,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529004,Elvers Bank,E11-T8,27.8411039,-92.8977897,111.85000000000001,,,,9/25/2017 0:00,14:44:44,,Elatopathes abietina,,,white branching,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529004,Elvers Bank,E11-T8,27.8411039,-92.8977897,111.85000000000001,,,,9/25/2017 0:00,14:44:44,,Nicella sp. ,,,,14,5.384615384615384,,,,,Coralline Algae,Reefs
Dive 529004,Elvers Bank,E11-T8,27.8411039,-92.8977897,111.85000000000001,,,,9/25/2017 0:00,14:44:44,,Callogorgia gracillis,,,,8,3.0769230769230766,,,,,Coralline Algae,Reefs
Dive 529004,Elvers Bank,E11-T8,27.8411039,-92.8977897,111.85000000000001,,,,9/25/2017 0:00,14:44:44,,Paramuricea sp.,,,scleracis sp.?,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529004,Elvers Bank,E11-T8,27.8411039,-92.8977897,111.85000000000001,,,,9/25/2017 0:00,14:44:44,,Tanacetipathes sp. ,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529005,Elvers Bank,E11-T8,27.841061766666666,-92.89780697,111.1,,,,9/25/2017 0:00,14:45:05,,Elatopathes abietina,,,Green,9,3.4615384615384612,,,,,Coralline Algae,Reefs
Dive 529005,Elvers Bank,E11-T8,27.841061766666666,-92.89780697,111.1,,,,9/25/2017 0:00,14:45:05,,Elatopathes abietina,,,white,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529005,Elvers Bank,E11-T8,27.841061766666666,-92.89780697,111.1,,,,9/25/2017 0:00,14:45:05,,Callogorgia gracillis,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529005,Elvers Bank,E11-T8,27.841061766666666,-92.89780697,111.1,,,,9/25/2017 0:00,14:45:05,,Paramuricea sp.,,,scleracis sp.?,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529005,Elvers Bank,E11-T8,27.841061766666666,-92.89780697,111.1,,,,9/25/2017 0:00,14:45:05,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529005,Elvers Bank,E11-T8,27.841061766666666,-92.89780697,111.1,,,,9/25/2017 0:00,14:45:05,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529006,Elvers Bank,E11-T8,27.841046966666667,-92.89777813,110.57000000000001,,,,9/25/2017 0:00,14:45:15,,Elatopathes abietina,,,Green,10,3.846153846153846,,,,,Coralline Algae,Reefs
Dive 529006,Elvers Bank,E11-T8,27.841046966666667,-92.89777813,110.57000000000001,,,,9/25/2017 0:00,14:45:15,,Elatopathes abietina,,,white,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529006,Elvers Bank,E11-T8,27.841046966666667,-92.89777813,110.57000000000001,,,,9/25/2017 0:00,14:45:15,,Elatopathes abietina,,,white branching,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529006,Elvers Bank,E11-T8,27.841046966666667,-92.89777813,110.57000000000001,,,,9/25/2017 0:00,14:45:15,,Callogorgia gracillis,,,,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529006,Elvers Bank,E11-T8,27.841046966666667,-92.89777813,110.57000000000001,,,,9/25/2017 0:00,14:45:15,,Paramuricea sp.,,,scleracis sp.?,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529006,Elvers Bank,E11-T8,27.841046966666667,-92.89777813,110.57000000000001,,,,9/25/2017 0:00,14:45:15,,Nicella sp. ,,,,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529006,Elvers Bank,E11-T8,27.841046966666667,-92.89777813,110.57000000000001,,,,9/25/2017 0:00,14:45:15,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529007,Elvers Bank,E11-T8,27.841009433333333,-92.89781022,110.2,,,,9/25/2017 0:00,14:45:28,,Elatopathes abietina,,,Green,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529007,Elvers Bank,E11-T8,27.841009433333333,-92.89781022,110.2,,,,9/25/2017 0:00,14:45:28,,Elatopathes abietina,,,Green branching,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529007,Elvers Bank,E11-T8,27.841009433333333,-92.89781022,110.2,,,,9/25/2017 0:00,14:45:28,,Elatopathes abietina,,,white,16,6.153846153846153,,,,,Coralline Algae,Reefs
Dive 529007,Elvers Bank,E11-T8,27.841009433333333,-92.89781022,110.2,,,,9/25/2017 0:00,14:45:28,,Elatopathes abietina,,,white branching,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529007,Elvers Bank,E11-T8,27.841009433333333,-92.89781022,110.2,,,,9/25/2017 0:00,14:45:28,,Callogorgia gracillis,,,,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529007,Elvers Bank,E11-T8,27.841009433333333,-92.89781022,110.2,,,,9/25/2017 0:00,14:45:28,,Paramuricea sp.,,,scleracis sp.?,8,3.0769230769230766,,,,,Coralline Algae,Reefs
Dive 529007,Elvers Bank,E11-T8,27.841009433333333,-92.89781022,110.2,,,,9/25/2017 0:00,14:45:28,,Nicella sp. ,,,,20,7.692307692307692,,,,,Coralline Algae,Reefs
Dive 529007,Elvers Bank,E11-T8,27.841009433333333,-92.89781022,110.2,,,,9/25/2017 0:00,14:45:28,,Tanacetipathes sp. ,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529008,Elvers Bank,E11-T8,27.8410281,-92.89782973,109.25,,,,9/25/2017 0:00,14:45:46,,Elatopathes abietina,,,Green,8,3.0769230769230766,,,,,Coralline Algae,Reefs
Dive 529008,Elvers Bank,E11-T8,27.8410281,-92.89782973,109.25,,,,9/25/2017 0:00,14:45:46,,Elatopathes abietina,,,Green branching,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529008,Elvers Bank,E11-T8,27.8410281,-92.89782973,109.25,,,,9/25/2017 0:00,14:45:46,,Elatopathes abietina,,,white,8,3.0769230769230766,,,,,Coralline Algae,Reefs
Dive 529008,Elvers Bank,E11-T8,27.8410281,-92.89782973,109.25,,,,9/25/2017 0:00,14:45:46,,Elatopathes abietina,,,white branching,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529008,Elvers Bank,E11-T8,27.8410281,-92.89782973,109.25,,,,9/25/2017 0:00,14:45:46,,Callogorgia gracillis,,,,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529008,Elvers Bank,E11-T8,27.8410281,-92.89782973,109.25,,,,9/25/2017 0:00,14:45:46,,Paramuricea sp.,,,scleracis sp.?,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529008,Elvers Bank,E11-T8,27.8410281,-92.89782973,109.25,,,,9/25/2017 0:00,14:45:46,,Nicella sp. ,,,,43,16.538461538461537,,,,,Coralline Algae,Reefs
Dive 529008,Elvers Bank,E11-T8,27.8410281,-92.89782973,109.25,,,,9/25/2017 0:00,14:45:46,,Paramuricea sp.,,,,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529008,Elvers Bank,E11-T8,27.8410281,-92.89782973,109.25,,,,9/25/2017 0:00,14:45:46,,Tanacetipathes sp. ,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529009,Elvers Bank,E11-T8,27.840972866666668,-92.89790253,108.69999999999999,,,,9/25/2017 0:00,14:46:07,,Elatopathes abietina,,,Green,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529009,Elvers Bank,E11-T8,27.840972866666668,-92.89790253,108.69999999999999,,,,9/25/2017 0:00,14:46:07,,Elatopathes abietina,,,white,9,3.4615384615384612,,,,,Coralline Algae,Reefs
Dive 529009,Elvers Bank,E11-T8,27.840972866666668,-92.89790253,108.69999999999999,,,,9/25/2017 0:00,14:46:07,,Callogorgia gracillis,,,,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529009,Elvers Bank,E11-T8,27.840972866666668,-92.89790253,108.69999999999999,,,,9/25/2017 0:00,14:46:07,,Nicella sp. ,,,,72,27.69230769230769,,,,,Coralline Algae,Reefs
Dive 529009,Elvers Bank,E11-T8,27.840972866666668,-92.89790253,108.69999999999999,,,,9/25/2017 0:00,14:46:07,,Tanacetipathes sp. ,,,,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529010,Elvers Bank,E11-T8,27.840953416666668,-92.89788475,108.36,,,,9/25/2017 0:00,14:46:18,,Elatopathes abietina,,,Green,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529010,Elvers Bank,E11-T8,27.840953416666668,-92.89788475,108.36,,,,9/25/2017 0:00,14:46:18,,Elatopathes abietina,,,Green branching,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529010,Elvers Bank,E11-T8,27.840953416666668,-92.89788475,108.36,,,,9/25/2017 0:00,14:46:18,,Elatopathes abietina,,,white,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529010,Elvers Bank,E11-T8,27.840953416666668,-92.89788475,108.36,,,,9/25/2017 0:00,14:46:18,,Callogorgia gracillis,,,,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529010,Elvers Bank,E11-T8,27.840953416666668,-92.89788475,108.36,,,,9/25/2017 0:00,14:46:18,,Nicella sp. ,,,,18,6.9230769230769225,,,,,Coralline Algae,Reefs
Dive 529010,Elvers Bank,E11-T8,27.840953416666668,-92.89788475,108.36,,,,9/25/2017 0:00,14:46:18,,Tanacetipathes sp. ,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529010,Elvers Bank,E11-T8,27.840953416666668,-92.89788475,108.36,,,,9/25/2017 0:00,14:46:18,,Paramuricea sp.,,,scleracis sp.?,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529011,Elvers Bank,E11-T8,27.840943566666667,-92.89787065,107.3,,,,9/25/2017 0:00,14:46:37,,Elatopathes abietina,,,Green,8,3.0769230769230766,,,,,Coralline Algae,Reefs
Dive 529011,Elvers Bank,E11-T8,27.840943566666667,-92.89787065,107.3,,,,9/25/2017 0:00,14:46:37,,Elatopathes abietina,,,white,9,3.4615384615384612,,,,,Coralline Algae,Reefs
Dive 529011,Elvers Bank,E11-T8,27.840943566666667,-92.89787065,107.3,,,,9/25/2017 0:00,14:46:37,,Nicella sp. ,,,,35,13.461538461538462,,,,,Coralline Algae,Reefs
Dive 529011,Elvers Bank,E11-T8,27.840943566666667,-92.89787065,107.3,,,,9/25/2017 0:00,14:46:37,,Paramuricea sp.,,,scleracis sp.?,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529011,Elvers Bank,E11-T8,27.840943566666667,-92.89787065,107.3,,,,9/25/2017 0:00,14:46:37,,Tanacetipathes sp. ,,,,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529012,Elvers Bank,E11-T8,27.840953733333333,-92.89789702,107.82000000000001,,,,9/25/2017 0:00,14:46:43,,Elatopathes abietina,,,Green,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529012,Elvers Bank,E11-T8,27.840953733333333,-92.89789702,107.82000000000001,,,,9/25/2017 0:00,14:46:43,,Elatopathes abietina,,,white,6,2.3076923076923075,,,,,Coralline Algae,Reefs
Dive 529012,Elvers Bank,E11-T8,27.840953733333333,-92.89789702,107.82000000000001,,,,9/25/2017 0:00,14:46:43,,Elatopathes abietina,,,White branching,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529012,Elvers Bank,E11-T8,27.840953733333333,-92.89789702,107.82000000000001,,,,9/25/2017 0:00,14:46:43,,Nicella sp. ,,,,60,23.076923076923077,,,,,Coralline Algae,Reefs
Dive 529012,Elvers Bank,E11-T8,27.840953733333333,-92.89789702,107.82000000000001,,,,9/25/2017 0:00,14:46:43,,Paramuricea sp.,,,scleracis sp.?,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529012,Elvers Bank,E11-T8,27.840953733333333,-92.89789702,107.82000000000001,,,,9/25/2017 0:00,14:46:43,,Tanacetipathes sp. ,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529012,Elvers Bank,E11-T8,27.840953733333333,-92.89789702,107.82000000000001,,,,9/25/2017 0:00,14:46:43,,Callogorgia gracillis,,,,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529013,Elvers Bank,E11-T8,27.840950766666666,-92.89789387,107.72999999999999,,,,9/25/2017 0:00,14:46:56,,Elatopathes abietina,,,Green,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529013,Elvers Bank,E11-T8,27.840950766666666,-92.89789387,107.72999999999999,,,,9/25/2017 0:00,14:46:56,,Elatopathes abietina,,,Green branching,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529013,Elvers Bank,E11-T8,27.840950766666666,-92.89789387,107.72999999999999,,,,9/25/2017 0:00,14:46:56,,Elatopathes abietina,,,white,7,2.692307692307692,,,,,Coralline Algae,Reefs
Dive 529013,Elvers Bank,E11-T8,27.840950766666666,-92.89789387,107.72999999999999,,,,9/25/2017 0:00,14:46:56,,Elatopathes abietina,,,White branching,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529013,Elvers Bank,E11-T8,27.840950766666666,-92.89789387,107.72999999999999,,,,9/25/2017 0:00,14:46:56,,Nicella sp. ,,,,36,13.846153846153845,,,,,Coralline Algae,Reefs
Dive 529013,Elvers Bank,E11-T8,27.840950766666666,-92.89789387,107.72999999999999,,,,9/25/2017 0:00,14:46:56,,Paramuricea sp.,,,scleracis sp.?,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529013,Elvers Bank,E11-T8,27.840950766666666,-92.89789387,107.72999999999999,,,,9/25/2017 0:00,14:46:56,,Callogorgia gracillis,,,,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529014,Elvers Bank,E11-T8,27.84089155,-92.89791742,107.66,,,,9/25/2017 0:00,14:47:19,,Elatopathes abietina,,,Green branching,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529014,Elvers Bank,E11-T8,27.84089155,-92.89791742,107.66,,,,9/25/2017 0:00,14:47:19,,Elatopathes abietina,,,Green,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529014,Elvers Bank,E11-T8,27.84089155,-92.89791742,107.66,,,,9/25/2017 0:00,14:47:19,,Elatopathes abietina,,,white,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529014,Elvers Bank,E11-T8,27.84089155,-92.89791742,107.66,,,,9/25/2017 0:00,14:47:19,,Nicella sp. ,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529014,Elvers Bank,E11-T8,27.84089155,-92.89791742,107.66,,,,9/25/2017 0:00,14:47:19,,Paramuricea sp.,,,scleracis sp.?,19,7.3076923076923075,,,,,Coralline Algae,Reefs
Dive 529014,Elvers Bank,E11-T8,27.84089155,-92.89791742,107.66,,,,9/25/2017 0:00,14:47:19,,Callogorgia gracillis,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529015,Elvers Bank,E11-T8,27.840818116666668,-92.89789005,110.28999999999999,,,,9/25/2017 0:00,14:47:49,,Elatopathes abietina,,,Green,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529015,Elvers Bank,E11-T8,27.840818116666668,-92.89789005,110.28999999999999,,,,9/25/2017 0:00,14:47:49,,Elatopathes abietina,,,white,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529015,Elvers Bank,E11-T8,27.840818116666668,-92.89789005,110.28999999999999,,,,9/25/2017 0:00,14:47:49,,Nicella sp. ,,,,10,3.846153846153846,,,,,Coralline Algae,Reefs
Dive 529015,Elvers Bank,E11-T8,27.840818116666668,-92.89789005,110.28999999999999,,,,9/25/2017 0:00,14:47:49,,Paramuricea sp.,,,scleracis sp.?,9,3.4615384615384612,,,,,Coralline Algae,Reefs
Dive 529015,Elvers Bank,E11-T8,27.840818116666668,-92.89789005,110.28999999999999,,,,9/25/2017 0:00,14:47:49,,Callogorgia gracillis,,,,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529016,Elvers Bank,E11-T8,27.8408142,-92.89791285,110.89,,,,9/25/2017 0:00,14:47:57,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529016,Elvers Bank,E11-T8,27.8408142,-92.89791285,110.89,,,,9/25/2017 0:00,14:47:57,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529016,Elvers Bank,E11-T8,27.8408142,-92.89791285,110.89,,,,9/25/2017 0:00,14:47:57,,Elatopathes abietina,,,Green,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529017,Elvers Bank,E11-T8,27.840817866666665,-92.89767095,111.08,,,,9/25/2017 0:00,14:48:10,,Elatopathes abietina,,,Green,6,2.3076923076923075,,,,,Coralline Algae,Reefs
Dive 529017,Elvers Bank,E11-T8,27.840817866666665,-92.89767095,111.08,,,,9/25/2017 0:00,14:48:10,,Elatopathes abietina,,,white,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529017,Elvers Bank,E11-T8,27.840817866666665,-92.89767095,111.08,,,,9/25/2017 0:00,14:48:10,,Paramuricea sp.,,,scleracis sp.?,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529018,Elvers Bank,E11-T8,27.840750033333332,-92.89795547,111.83000000000001,,,,9/25/2017 0:00,14:48:46,,Elatopathes abietina,,,Green,7,2.692307692307692,,,,,Coralline Algae,Reefs
Dive 529018,Elvers Bank,E11-T8,27.840750033333332,-92.89795547,111.83000000000001,,,,9/25/2017 0:00,14:48:46,,Elatopathes abietina,,,white,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529018,Elvers Bank,E11-T8,27.840750033333332,-92.89795547,111.83000000000001,,,,9/25/2017 0:00,14:48:46,,Paramuricea sp.,,,scleracis sp.?,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529018,Elvers Bank,E11-T8,27.840750033333332,-92.89795547,111.83000000000001,,,,9/25/2017 0:00,14:48:46,,Callogorgia gracillis,,,,8,3.0769230769230766,,,Poor,,Coralline Algae,Reefs
Dive 529018,Elvers Bank,E11-T8,27.840750033333332,-92.89795547,111.83000000000001,,,,9/25/2017 0:00,14:48:46,,Nicella sp. ,,,,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529020,Elvers Bank,E11-T8,27.84080715,-92.89794892,110.9,,,,9/25/2017 0:00,14:49:41,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529020,Elvers Bank,E11-T8,27.84080715,-92.89794892,110.9,,,,9/25/2017 0:00,14:49:41,,Paramuricea sp.,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529020,Elvers Bank,E11-T8,27.84080715,-92.89794892,110.9,,,,9/25/2017 0:00,14:49:41,,Elatopathes abietina,,,white,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529022,Elvers Bank,E11-T8,27.84080615,-92.89789013,110.93,,,,9/25/2017 0:00,14:49:59,,Callogorgia gracillis,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529022,Elvers Bank,E11-T8,27.84080615,-92.89789013,110.93,,,,9/25/2017 0:00,14:49:59,,Paramuricea sp.,,,,9,3.4615384615384612,,,,,Coralline Algae,Reefs
Dive 529022,Elvers Bank,E11-T8,27.84080615,-92.89789013,110.93,,,,9/25/2017 0:00,14:49:59,,Elatopathes abietina,,,white,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529022,Elvers Bank,E11-T8,27.84080615,-92.89789013,110.93,,,,9/25/2017 0:00,14:49:59,,Nicella sp. ,,,,12,4.615384615384615,,,,,Coralline Algae,Reefs
Dive 529022,Elvers Bank,E11-T8,27.84080615,-92.89789013,110.93,,,,9/25/2017 0:00,14:49:59,,Scleractinia sp. ,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529031,Elvers Bank,E11-T9,27.840791983333332,-92.89773488,113.62,,,,9/25/2017 0:00,14:52:08,,Madracis sp. ,,,,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529031,Elvers Bank,E11-T9,27.840791983333332,-92.89773488,113.62,,,,9/25/2017 0:00,14:52:08,,Scleractinia sp. ,,solitary cup coral,,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529032,Elvers Bank,E11-T9,27.840783466666668,-92.89773713,113.78,,,,9/25/2017 0:00,14:52:23,,Paramuricea sp.,,,scleracis sp.?,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529032,Elvers Bank,E11-T9,27.840783466666668,-92.89773713,113.78,,,,9/25/2017 0:00,14:52:23,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529032,Elvers Bank,E11-T9,27.840783466666668,-92.89773713,113.78,,,,9/25/2017 0:00,14:52:23,,Elatopathes abietina,,,Green,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529032,Elvers Bank,E11-T9,27.840783466666668,-92.89773713,113.78,,,,9/25/2017 0:00,14:52:23,,Madracis sp. ,,,,5,1.923076923076923,,,,,Coralline Algae,Reefs
Dive 529033,Elvers Bank,E11-T9,27.840811,-92.89774768,108.42999999999999,,,,9/25/2017 0:00,14:52:51,,Callogorgia gracillis,,,,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529033,Elvers Bank,E11-T9,27.840811,-92.89774768,108.42999999999999,,,,9/25/2017 0:00,14:52:51,,Elatopathes abietina,,,Green,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529033,Elvers Bank,E11-T9,27.840811,-92.89774768,108.42999999999999,,,,9/25/2017 0:00,14:52:51,,Elatopathes abietina,,,Green branching,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529033,Elvers Bank,E11-T9,27.840811,-92.89774768,108.42999999999999,,,,9/25/2017 0:00,14:52:51,,Elatopathes abietina,,,White,4,1.5384615384615383,,,,,Coralline Algae,Reefs
Dive 529033,Elvers Bank,E11-T9,27.840811,-92.89774768,108.42999999999999,,,,9/25/2017 0:00,14:52:51,,Nicella sp. ,,,,37,14.23076923076923,,,,,Coralline Algae,Reefs
Dive 529034,Elvers Bank,E11-T9,27.840833916666668,-92.89774373,109.16,,,,9/25/2017 0:00,14:53:04,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 529034,Elvers Bank,E11-T9,27.840833916666668,-92.89774373,109.16,,,,9/25/2017 0:00,14:53:04,,Elatopathes abietina,,,Green,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529034,Elvers Bank,E11-T9,27.840833916666668,-92.89774373,109.16,,,,9/25/2017 0:00,14:53:04,,Elatopathes abietina,,,Green branching,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 529034,Elvers Bank,E11-T9,27.840833916666668,-92.89774373,109.16,,,,9/25/2017 0:00,14:53:04,,Elatopathes abietina,,,White,3,1.1538461538461537,,,,,Coralline Algae,Reefs
Dive 529034,Elvers Bank,E11-T9,27.840833916666668,-92.89774373,109.16,,,,9/25/2017 0:00,14:53:04,,Paramuricea sp.,,,scleracis sp.?,10,3.846153846153846,,,,,Coralline Algae,Reefs
Dive 529035,Elvers Bank,E11-T9,27.840850916666668,-92.8977529,107.47,,,,9/25/2017 0:00,14:53:17,,Callogorgia gracillis,,,,3,1.1538461538461537,,,,,Coralline Algae,Reefs
